,movie,review
1314,drive_2011,"  ""Drive me off a cliff and turn the airbags off after watching this movie  ""Rating: 7/10. 78/100  check it out, it\""s a great film.  ""The cinematic language in this film is dominating.  ""great soundtrack, also great story"
1315,le_havre_2011,"  ""Beautiful fairy tale. I love it  ""It was too cliched, predictable, and Manichaean.  ""Directed By: Aki Kaurismäki !!!"
1316,the_interrupters_2011,"  ""Makes its case convincingly: a violent culture needs a strong religion.  check out Gary Slutkin\""s mind bending Ted Talk from last year:\n\nhttp://www.ted.com/talks/gary_slutkin_let_s_treat_violence_like_a_contagious_disease  ""Sad, scary, eye opening. Powerful.  ""My Favorite Film Is 1941""s Citizen Kane.  ""Okay I understand what the ""Interrupters"" motive is, but to me it seems like it could be causing more problems within gangs."
1317,project_nim," Movie made me angry.  The psychologist should have been caged.  ""This movie is on like any other documentary, very intellectually simulating.  """"ABSORBING | EXTRAORDINARY | HEART-BREAKING | INCREDIBLE | MAGNIFICENT"" (94-out-of-100)"
1318,mission_impossible_ghost_protocol,"  ""6.7/10 — ""Decent""\n\n-(Seen on 5/21/21)  ""Not a Acton is rila man Acton tom crush is awesome  ""Less (much less) plausible the a Bond movie."
1319,nostalgia_for_the_light," Intermingling of stories, science, life, human nature, sadness and truth. How fragile the fabric of human culture is and the realization of how easy it is for it to break down.  ""mysterious and thoughtful,  but too drawn out IMO. \nalso see ""mother\""s of the disappeared"" by U2  ""There are very few truly poignant and beautiful things in this world. This is one of them."
1320,everyday_sunshine_the_story_of_fishbone_2011," One of the BEST movie/docs made.  ""i haven""t stopped thinking about this one for a few days.  ""Great rock n roll doc.  ""FAVORITE LIVE BAND - EVER!"
1321,bill_cunningham_new_york_2010," The spirit of Bill is something we can all learn from. Beautiful documentary  ""Touching and superb retrospective on the singular Bill Cunningham  ""A remarkable doc that will give you a new perspective on how you look at street photography. A must see!"
1322,we_were_here_voices_from_the_aids_years_in_san_francisco," Gread documentary movie! have watched for free all her movies using boxxy software.  ""Beautiful, both so incredibly sad and inspiring.  ""Moral of the story? Politicians never get things right. Ever!"
1323,sholem_aleichem_laughing_in_the_darkness_2011,"  ""http://www.clevelandmovieblog.com/2011/10/sholom-aleichem-laughing-in-darkness.html"
1324,source_code," Excellent sci-fi thriller.  ""Special Effects: 1,0/Sound Effects: 1,0/Acting: 1,0/Story: 2,0  ""An entertaining movie throughout, leaving the viewer wanting more."
1325,hugo," A truly magical, enchanting movie!  ""great story of movies to learn about the history of movies  ""A fantastic ode to our own passions!"
1326,midnight_in_paris,"  ""I liked the concept of the movie and Corey Stoll as Hemingway!  ""Paris""in sokaklarında farklı, hoş ve huzur verici bir yolculuğa çıkaran güzel bir film.  ""It""s been a while since I found this emotional gem, but I remember it as good."
1327,cave_of_forgotten_dreams,"  ""It was interesting. A slice of prehistoric history.  ""This film was almost good.  ""Breathtaking and profound. "
1328,bridesmaids_2011,"  ""Among my top 10 comedies, I could watch this over and over again. Just hilarious.  ""fun and funny. nice movie to watch chilling"
1329,win_win_2011,"  ""Good story told beautifully.  Well done from soup to nuts.  ""It""s good movie to watch"
1330,5050_2011,"  ""Holy balling my eyes out Batman!  ""This film is very beautiful because it manages to blend the fact that it is nice and the fact that it is very sad very well and it also manages to convey a beautiful message of hope"
1331,born_to_be_wild_2011,"  ""interesting but dull  ""Brilliantly touching and beautiful."
1332,13_assassins_2011,"  ""Awesome! Why he""s my favorite director  ""An unforgettable movie."
1333,pariah_2011,"  ""An incredibly moving debut from Dee Rees, deep storytelling seems to come to her as naturally as her gorgeous visuals.  ""Beautiful movie, showing first loves, the pain comes with it, and all of that with the backdrop of a family who has a hard time coming to terms with their lesbian daughter.  ""Brilliant and beautiful movie. Adepero Oduye is amazing. Great job by Director  and Writer Dee Rees."
1334,the_guard_2011,"  ""Funny, funny, FUNNY!!\nCould not stop laughing at this offbeat tale.  ""Quirky,  clever film  ""Has its moments, both funny and violent."
1335,pina_3d,"  ""To me Pina was not surreal, she was quite real - life.  ""There is no loss of humanity when Pina Bausch makes the body more of an object of movement than a person.  ""am vazut 30 de minute cu cristina barbu"
1336,tomboy_2011,"  ""Oh my god! THIS movie is very relatable!  ""Great movie that looks at the idea of finding ones sexual identification through the eyes of a child."
1337,arthur_christmas," so good movie really enjoyed it so much really  ""Enjoyable holiday offering. Hits enough of the traditional buttons, while offering some nice variants on the theme.  ""Arthur Christmas is delightful, cute and charming along with a solid comedy."
1338,weekend_2011,"  ""A cute gay real infatuation story  ""slow and wandering to start, as it wraps up it makes you realize how good it actually was  ""It so natural and realistic. I loved it so much."
1339,take_shelter,"  ""Couldn""t finish it. Wrong day perhaps. Bored...  ""Biggest TOLD YOU SO in a movie, maybe ever  ""Great acting especially Michael Shannon."
1340,being_elmo_a_puppeteers_journey,"  ""Absolutely beautiful film.  ""Brilliant little doc."
1341,silent_souls," A well made meditation on the journey between life and death.  ""Road movie unlike no other and amazing cinematography to boot.  ""Super beau, et ...profond :-)  ""Beautiful direction, a tale of convincingly amusing queerness."
1342,the_arbor_2010,"  ""Interesting, though it does border on prevention from time to time.  ""I guess I like conventional documentaries."
1343,coriolanus_2010,"  ""One of my favorite movies of all time.  ""It""s good movie to watch"
1344,martha_marcy_may_marlene,"  ""Stunning, captivating and foreboding.  ""Though the main actress was good the movie sucked  ""many different ways of measuring success"
1345,senna,"  ""Took me back to my childhood"
1346,of_gods_and_men,"  ""shitty good islam propaganda   ""Lots of atmosphere and thought provoking."
1347,x_men_first_class,"  ""Mcavoy and Fassbender nailed it. This movie is great and mature  ""A very good prequel to the other X-men movies  ""James McAvoy and Fassbender are amazing, such fantastic actors. I loved seeing more into these characters and their past."
1348,the_descendants_2011,"  ""2021-3-4 The whole process was .. a torture, but you just have to go through this in your way. Goodbye, Elizabeth. Goodbye, my love, my friend, my pain, my joy. Goodbye. Goodbye. Goodbye.  ""One of the most boring movies I have ever watched   ""Cheating on George Clooney? That""s not living very aloha, if you ask me."
1349,attack_the_block,"  ""it\""s the feds init  ""sell them on ebay init, ha ha  ""Maybe this wasn""t meant for me, but it didn""t have much heart, I didn""t care if most of the characters made it through, and I probably wouldn""t watch it again.  ""What a pile of 💩 honestly don""t waist your time"
1350,incendies,"  ""Unbelievable scenario, as unbelievable human nature can be.  ""Great Villeneuve Movie, very great shots!  ""Powerful and affective story, and a truly well crafted film."
1351,tabloid_2010,"  ""Great, as all his films are."
1352,into_the_abyss_2011,"  ""Got redundant about halfway through."
1353,the_girl_with_the_dragon_tattoo,"  ""I""m biased because I love all Fincher films. Or maybe all of his films are simply amazing.  ""Excellent thriller.  Just watch it."
1354,rango,"  ""A suprisingly beautiful western tale about a chameleon finding out who he really is.  ""This movie will be talked about decades later as greatness.  ""Quite an odd movie, laugh out loud funny in parts, full of quips."
1355,king_of_devils_island_2011,"  ""Cool Hand Luke, Norwegian-style :-)  ""Bleak, and ultimately unsatisfying."
1356,winnie_the_pooh_2011," One of the most innocent and charming movies I""ve ever seen.   ""A Pure Amazing film from start to finish  ""Always adorable, always worth watching."
1357,the_four_times,"  ""Brilliant ~ Beautiful ~  ""90-minute ambient Rube Goldberg machine.  ""fortemente recomendado para @efrain almeida"
1358,city_of_life_and_death," Best movie I""ve ever watch. Historically accurate, as well as unbiased.  ""An utterly beautiful and devastating film about the Rape of Nanking.  I have seen it compared to ""Schindler\""s List  and there simply is no comparison.  This is an immeasurably better film.  In fact, it\""s probably the best film I never want to see again.  ""A testament to the depths of depravity humans can devolve into and to the heights of nobility others can attain. A powerful movie. Visually stunning."
1359,contagion_2011,"  ""ESSE FILME SE DEFINE POR SI SÓ , DISPENSA COMENTÁRIOS!  ""One of the best, if not the best, pandemic movies ever made. I""ve watched it 4 times and it""s still good. Highly recommend!"
1360,knuckle_2011, What a weird culture.
1361,the_tree_of_life_2011,"  ""This so called ""movie"" is the single hottest piece of garbage I\""ve ever had the misfortune of experiencing.  ""I just want to review because the score is so low and this is one of the greater movie experiences you can have.  ""That hour of National Geographic in the middle was really something hey  ""Ooh, the question marks that battered my Brain. \n                                    Beautiful looking nonsense."
